white wine quality database, 0=undrinkable, 1=undrinkable, 2=undrinkable, 3=poor, 4=below average, 5=average, 6=above average, 7=good, 8=great, 9=superb, 10=unrivaled
3652,6,5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8
3653,6,6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15
3654,6,6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2
3655,6,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4
3656,6,5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4
3657,6,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4
3658,6,6.3,0.15,0.34,11.4,0.05,25,96,0.99754,3.21,0.49,10
3659,6,6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4
3660,6,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8
3661,6,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1
3662,6,6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5
3663,6,6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3
3664,6,5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4
3665,6,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8
3666,6,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4
3667,6,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6
3668,6,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4
3669,6,6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1
3670,6,7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11
3671,6,6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2
3672,6,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11
3673,6,5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9
3674,6,7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9
3675,6,6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4
3676,6,6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7
3677,6,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11
3678,6,8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2
3679,6,6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11
3680,6,6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1
3681,6,5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11
3682,6,6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5
3683,6,6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12
3684,6,6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2
3685,6,5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8
3686,6,6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2
3687,6,6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6
3688,6,6.4,0.4,0.25,4.2,0.032,15,91,0.98988,3.26,0.52,13.1
3689,6,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7
3690,6,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9
3691,6,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9
3692,6,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7
3693,6,6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8
3694,6,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2
3695,6,5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10
3696,6,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.73333333
3697,6,6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5
3698,6,6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75
3699,6,6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4
3700,6,6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1
3701,6,6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3
3702,6,7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4
3703,6,6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2
3704,6,6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4
3705,6,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4
3706,6,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4
3707,6,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9
3708,6,5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6
3709,6,6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6
3710,6,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9
3711,6,5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1
3712,6,6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8
3713,6,6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2
3714,6,6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45
3715,6,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9
3716,6,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9
3717,6,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9
3718,6,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9
3719,6,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9
3720,6,6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13
3721,6,7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2
3722,6,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1
3723,6,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1
3724,6,6.3,0.36,0.5,8.3,0.053,51,202,0.9955,3.2,0.51,9.6
3725,6,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4
3726,6,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8
3727,6,7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6
3728,6,5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7
3729,6,5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8
3730,6,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4
3731,6,6.4,0.28,0.28,3,0.04,19,98,0.99216,3.25,0.47,11.1
3732,6,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10
3733,6,5.5,0.315,0.38,2.6,0.033,10,69,0.9909,3.12,0.59,10.8
3734,6,4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3
3735,6,5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9
3736,6,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10
3737,6,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2
3738,6,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4
3739,6,6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7
3740,6,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2
3741,6,6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4
3742,6,6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2
3743,6,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4
3744,6,7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6
3745,6,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7
3746,6,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7
3747,6,5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15
3748,6,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333
3749,6,6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8
3750,6,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8
3751,6,5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5
3752,6,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65
3753,6,6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9
3754,6,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8
3755,6,6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1
3756,6,5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5
3757,6,6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3
3758,6,7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6
3759,6,5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12
3760,6,6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7
3761,6,6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4
3762,6,6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8
3763,6,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10
3764,6,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10
3765,6,6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1
3766,6,5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4
3767,6,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6
3768,6,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6
3769,6,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6
3770,6,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6
3771,6,5,0.27,0.4,1.2,0.076,42,124,0.99204,3.32,0.47,10.1
3772,6,5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3
3773,6,5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3
3774,6,5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55
3775,6,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9
3776,6,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9
3777,6,5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55
3778,6,6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6
3779,6,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9
3780,6,4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8
3781,6,6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4
3782,6,5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3
3783,6,6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4
3784,6,5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2
3785,6,6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5
3786,6,6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11
3787,6,6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4
3788,6,7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4
3789,6,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4
3790,6,6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6
3791,6,5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2
3792,6,6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.13333333
3793,6,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4
3794,6,7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11
3795,6,6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3
3796,6,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7
3797,6,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7
3798,6,6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4
3799,6,5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1
3800,6,5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7
3801,6,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9
3802,6,5.6,0.295,0.26,1.1,0.035,40,102,0.99154,3.47,0.56,10.6
3803,6,6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1
3804,6,5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11
3805,6,5.7,0.22,0.25,1.1,0.05,97,175,0.99099,3.44,0.62,11.1
3806,6,6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5
3807,6,4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9
3808,6,5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2
3809,6,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1
3810,6,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1
3811,6,6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.06666667
3812,6,7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9
3813,6,7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9
3814,6,7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4
3815,6,6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11
3816,6,6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11
3817,6,5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2
3818,6,5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55
3819,6,6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6
3820,6,5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2
3821,6,5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13
3822,6,5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8
3823,6,6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8
3824,6,5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05
3825,6,5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9
3826,6,5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10
3827,6,7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7
3828,6,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333
3829,6,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333
3830,6,5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4
3831,6,4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5
3832,6,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55
3833,6,4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4
3834,6,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8
3835,6,5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6
3836,6,6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2
3837,6,6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4
3838,6,6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8
3839,7,6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4
3840,7,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4
3841,7,6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11
3842,7,7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3
3843,7,7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10
3844,7,6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11
3845,7,6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9
3846,7,6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6
3847,7,7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7
3848,7,7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12
3849,7,6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6
3850,7,6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6
3851,7,7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5
3852,7,8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4
3853,7,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7
3854,7,6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9
3855,7,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7
3856,7,6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8
3857,7,6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12
3858,7,7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5
3859,7,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4
3860,7,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4
3861,7,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6
3862,7,6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5
3863,7,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2
3864,7,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1
3865,7,6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1
3866,7,7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1
3867,7,7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4
3868,7,6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6
3869,7,5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9
3870,7,5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9
3871,7,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11
3872,7,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11
3873,7,7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4
3874,7,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9
3875,7,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9
3876,7,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9
3877,7,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9
3878,7,6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8
3879,7,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2
3880,7,6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4
3881,7,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5
3882,7,5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5
3883,7,6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3
3884,7,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2
3885,7,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9
3886,7,5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2
3887,7,6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4
3888,7,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9
3889,7,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9
3890,7,6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4
3891,7,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3
3892,7,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5
3893,7,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5
3894,7,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4
3895,7,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10
3896,7,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4
3897,7,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10
3898,7,6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3
3899,7,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5
3900,7,5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8
3901,7,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3
3902,7,7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3
3903,7,5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8
3904,7,7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7
3905,7,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5
3906,7,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9
3907,7,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2
3908,7,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9
3909,7,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6
3910,7,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5
3911,7,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6
3912,7,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5
3913,7,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5
3914,7,6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9
3915,7,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6
3916,7,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4
3917,7,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7
3918,7,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10
3919,7,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10
3920,7,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3
3921,7,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2
3922,7,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6
3923,7,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3
3924,7,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1
3925,7,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6
3926,7,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1
3927,7,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3
3928,7,6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9
3929,7,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4
3930,7,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6
3931,7,7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7
3932,7,7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7
3933,7,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7
3934,7,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6
3935,7,6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3
3936,7,6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1
3937,7,6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8
3938,7,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8
3939,7,6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5
3940,7,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5
3941,7,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7
3942,7,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8
3943,7,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11
3944,7,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1
3945,7,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1
3946,7,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1
3947,7,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1
3948,7,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4
3949,7,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2
3950,7,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8
3951,7,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8
3952,7,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8
3953,7,6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7
3954,7,6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8
3955,7,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9
3956,7,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5
3957,7,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5
3958,7,7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2
3959,7,7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9
